filename,ATTRIBUTE_Tray,ATTRIBUTE_Injection_Order,ATTRIBUTE_Date_Collected,ATTRIBUTE_Site,ATTRIBUTE_Bottle_Number,ATTRIBUTE_Sample_Device,ATTRIBUTE_mL_filtered,ATTRIBUTE_HPLC_number,ATTRIBUTE_Meter,ATTRIBUTE_Quad,ATTRIBUTE_Replicate,ATTRIBUTE_Sample_Type,ATTRIBUTE_Month,ATTRIBUTE_Season,ATTRIBUTE_Phase_State,ATTRIBUTE_Functional_Group,ATTRIBUTE_Color,ATTRIBUTE_Species,ATTRIBUTE_Tissue_Study
91.mzML,NA,NA,8_22_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Desmerestia,Brown,Desmerestia_aculeata,Core_T
92.mzML,NA,NA,8_22_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Red_Blade,Red,Palmaria_palmata,Core_T
93.mzML,NA,NA,6_14_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,Early_Season,Kelp,Kelp,Brown,Agarum_clathrathum,Core_T
93E.mzML,NA,NA,6_29_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Blade,Red,Chondrus_crispus,Core_T
94.mzML,NA,NA,6_15_2022,Crumple,NA,NA,NA,NA,NA,NA,NA,Tissue,June,Early_Season,Kelp,Red_Filament,Red,Rhodomela,Core_T
94E.mzML,NA,NA,6_29_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Core_T
95.mzML,NA,NA,8_16_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Red_Filament,Red,Ceramium,Core_T
96E.mzML,NA,NA,6_29_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Blade,Red,Chondrus_crispus,Core_T
Tray_3_P_103.mzML,Tray3,177,6_15_2022,Crumple,12,Bottle,750,P_103,10,1,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_104.mzML,Tray3,178,6_15_2022,Crumple,2,Bottle,720,P_104,15,2,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_105.mzML,Tray3,158,6_15_2022,Crumple,11,Bottle,750,P_105,30,5,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_106.mzML,Tray3,136,6_15_2022,Crumple,7,Bottle,720,P_106,20,3,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_107.mzML,Tray3,153,6_15_2022,Crumple,9,UWWCD,1000,P_107,10,1,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_108.mzML,Tray3,148,6_15_2022,Crumple,13,UWWCD,1000,P_108,15,2,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_109.mzML,Tray3,137,6_15_2022,Crumple,5,UWWCD,1000,P_109,20,3,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_110.mzML,Tray3,133,6_15_2022,Crumple,8,UWWCD,1000,P_110,25,4,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_111.mzML,Tray3,156,6_15_2022,Crumple,2,UWWCD,1000,P_111,30,5,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_112.mzML,Tray3,180,6_15_2022,Crumple,12,UWWCD,1000,P_112,35,6,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_114.mzML,Tray3,147,6_16_2022,Little_Drisko,6,Bottle,670,P_114,35,6,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_115.mzML,Tray3,157,6_16_2022,Little_Drisko,7,Bottle,660,P_115,10,1,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_116.mzML,Tray3,155,6_16_2022,Little_Drisko,4,Bottle,700,P_116,15,2,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_117.mzML,Tray3,169,6_16_2022,Little_Drisko,14,Bottle,680,P_117,20,3,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_118.mzML,Tray3,164,6_16_2022,Little_Drisko,8,Bottle,700,P_118,25,4,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_119.mzML,Tray3,134,6_16_2022,Little_Drisko,No_Number,Bottle,720,P_119,30,5,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_120.mzML,Tray3,138,6_16_2022,Little_Drisko,3,UWWCD,1000,P_120,35,6,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_121.mzML,Tray3,170,6_16_2022,Little_Drisko,6,UWWCD,1000,P_121,20,3,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_122.mzML,Tray3,131,6_16_2022,Little_Drisko,7,UWWCD,1000,P_122,10,1,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_123.mzML,Tray3,150,6_16_2022,Little_Drisko,10,UWWCD,1000,P_123,25,4,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_124.mzML,Tray3,172,6_16_2022,Little_Drisko,11,UWWCD,1000,P_124,30,5,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_3_P_125.mzML,Tray3,132,6_16_2022,Little_Drisko,15,UWWCD,1000,P_125,15,2,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray1_P_46.mzML,Tray1,33,5_19_2022,Halfway_Rock,4,Bottle,680,P_46,35,6,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray1_P_47.mzML,Tray1,13,5_19_2022,Halfway_Rock,5,Bottle,750,P_47,15,2,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray1_P_48.mzML,Tray1,19,5_19_2022,Halfway_Rock,6,Bottle,700,P_48,30,5,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray1_P_49.mzML,Tray1,41,5_19_2022,Halfway_Rock,7,Bottle,720,P_49,20,3,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray1_P_50.mzML,Tray1,58,5_19_2022,Halfway_Rock,11,Bottle,700,P_50,25,4,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray1_P_51.mzML,Tray1,32,5_19_2022,Halfway_Rock,12,Bottle,830,P_51,10,1,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray1_P_52.mzML,Tray1,11,5_19_2022,Halfway_Rock,2,UWWCD,1000,P_52,35,6,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray1_P_53.mzML,Tray1,8,5_19_2022,Halfway_Rock,8,UWWCD,1000,P_53,30,5,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray1_P_54.mzML,Tray1,45,5_19_2022,Halfway_Rock,9,UWWCD,1000,P_54,25,4,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray1_P_55.mzML,Tray1,23,5_19_2022,Halfway_Rock,11,UWWCD,1000,P_55,20,3,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray1_P_56.mzML,Tray1,66,5_19_2022,Halfway_Rock,12,UWWCD,1000,P_56,15,2,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_101.mzML,Tray2,84,6_15_2022,Crumple,13,Bottle,760,P_101,25,4,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_102.mzML,Tray2,102,6_15_2022,Crumple,6,Bottle,720,P_102,35,6,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_57.mzML,Tray2,68,5_19_2022,Halfway_Rock,13,UWWCD,1000,P_57,10,1,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_59.mzML,Tray2,70,5_24_2022,Allen_Island,1,Bottle,810,P_59,30,5,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_60.mzML,Tray2,78,5_24_2022,Allen_Island,4,Bottle,850,P_60,10,1,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_61.mzML,Tray2,104,5_24_2022,Allen_Island,5,Bottle,810,P_61,35,6,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_62.mzML,Tray2,110,5_24_2022,Allen_Island,7,Bottle,970,P_62,15,2,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_63.mzML,Tray2,89,5_24_2022,Allen_Island,11,Bottle,830,P_63,25,4,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_64.mzML,Tray2,112,5_24_2022,Allen_Island,12,Bottle,830,P_64,20,3,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_65.mzML,Tray2,96,5_24_2022,Allen_Island,2,UWWCD,1000,P_65,20,3,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_66.mzML,Tray2,85,5_24_2022,Allen_Island,12,UWWCD,1000,P_66,30,5,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_67.mzML,Tray2,106,5_24_2022,Allen_Island,8,UWWCD,1000,P_67,15,2,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_68.mzML,Tray2,92,5_24_2022,Allen_Island,9,UWWCD,1000,P_68,25,4,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_69.mzML,Tray2,83,5_24_2022,Allen_Island,11,UWWCD,1000,P_69,35,6,na,Water,May,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_71.mzML,Tray2,103,6_2_2022,Damariscove_Island,1,Bottle,770,P_71,20,3,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_72.mzML,Tray2,74,6_2_2022,Damariscove_Island,4,Bottle,760,P_72,15,2,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_73.mzML,Tray2,69,6_2_2022,Damariscove_Island,5,Bottle,810,P_73,10,1,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_74.mzML,Tray2,94,6_2_2022,Damariscove_Island,7,Bottle,720,P_74,30,5,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_75.mzML,Tray2,93,6_2_2022,Damariscove_Island,11,Bottle,760,P_75,25,4,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_76.mzML,Tray2,111,6_2_2022,Damariscove_Island,12,Bottle,770,P_76,35,6,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_77.mzML,Tray2,71,6_2_2022,Damariscove_Island,2,UWWCD,1000,P_77,10,1,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_78.mzML,Tray2,86,6_2_2022,Damariscove_Island,8,UWWCD,1000,P_78,20,3,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_79.mzML,Tray2,108,6_2_2022,Damariscove_Island,9,UWWCD,1000,P_79,30,5,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_80.mzML,Tray2,76,6_2_2022,Damariscove_Island,11,UWWCD,1000,P_80,35,6,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_81.mzML,Tray2,109,6_2_2022,Damariscove_Island,12,UWWCD,1000,P_81,15,2,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_82.mzML,Tray2,116,6_2_2022,Damariscove_Island,13,UWWCD,1000,P_82,25,4,na,Water,June,Early_Summer,Turf,NA,NA,NA,Core_W
Tray2_P_88.mzML,Tray2,95,6_14_2022,Ram_Island,1,Bottle,820,P_88,30,5,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_89.mzML,Tray2,90,6_14_2022,Ram_Island,5,Bottle,830,P_89,35,6,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_90.mzML,Tray2,73,6_14_2022,Ram_Island,No_Number,Bottle,820,P_90,25,4,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_91.mzML,Tray2,87,6_14_2022,Ram_Island,4,Bottle,840,P_91,10,1,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_92.mzML,Tray2,117,6_14_2022,Ram_Island,8,Bottle,820,P_92,20,3,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_93.mzML,Tray2,79,6_14_2022,Ram_Island,14,Bottle,810,P_93,15,2,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_94.mzML,Tray2,75,6_14_2022,Ram_Island,4,UWWCD,1000,P_94,20,3,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_95.mzML,Tray2,77,6_14_2022,Ram_Island,P5,UWWCD,1000,P_95,10,1,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_96.mzML,Tray2,105,6_14_2022,Ram_Island,P6,UWWCD,1000,P_96,25,4,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_97.mzML,Tray2,72,6_14_2022,Ram_Island,P1,UWWCD,1000,P_97,15,2,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_98.mzML,Tray2,115,6_14_2022,Ram_Island,P4,UWWCD,1000,P_98,35,6,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray2_P_99.mzML,Tray2,88,6_14_2022,Ram_Island,P12,UWWCD,1000,P_99,30,5,na,Water,June,Early_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_253.mzML,Tray5,258,8_25_2022,Damariscove_Lake,22,Bottle,1000,P_253,Lake,Lake,1,Water,October,Lake,Lake,NA,NA,NA,Lake
Tray_5_P_254.mzML,Tray5,293,8_25_2022,Damariscove_Lake,7,Bottle,1000,P_254,Lake,Lake,2,Water,October,Lake,Lake,NA,NA,NA,Lake
Tray_5_P_255.mzML,Tray5,251,8_25_2022,Damariscove_Lake,25,Bottle,1000,P_255,Lake,Lake,3,Water,October,Lake,Lake,NA,NA,NA,Lake
Tray_5_P_256.mzML,Tray5,271,8_25_2022,Damariscove_Lake,Blank,Blank,300,P_256,Lake,Lake,na,Blank,October,Lake,Lake,NA,NA,NA,Lake
Tray_3_P_149.mzML,Tray3,152,8_16_2022,Halfway_Rock,11,Bottle,730,P_149,20,4,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_3_P_150.mzML,Tray3,130,8_16_2022,Halfway_Rock,4,Bottle,790,P_150,25,5,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_3_P_151.mzML,Tray3,176,8_16_2022,Halfway_Rock,14,Bottle,1000,P_151,5,1,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_3_P_152.mzML,Tray3,167,8_16_2022,Halfway_Rock,2,Bottle,770,P_152,30,6,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_3_P_153.mzML,Tray3,174,8_16_2022,Halfway_Rock,6,Bottle,750,P_153,15,3,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_3_P_154.mzML,Tray3,166,8_16_2022,Halfway_Rock,5,Bottle,790,P_154,10,2,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_3_P_155.mzML,Tray3,146,8_16_2022,Halfway_Rock,2,UWWCD,1000,P_155,5,1,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_3_P_156.mzML,Tray3,173,8_16_2022,Halfway_Rock,P1,UWWCD,1000,P_156,15,3,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_157.mzML,Tray4,204,8_16_2022,Halfway_Rock,10,UWWCD,1000,P_157,20,4,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_158.mzML,Tray4,242,8_16_2022,Halfway_Rock,15,UWWCD,1000,P_158,10,2,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_159.mzML,Tray4,244,8_16_2022,Halfway_Rock,8,UWWCD,1000,P_159,25,5,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_160.mzML,Tray4,241,8_16_2022,Halfway_Rock,11,UWWCD,1000,P_160,30,6,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_162.mzML,Tray4,235,8_19_2022,Damariscove_Island,7,Bottle,740,P_162,20,4,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_163.mzML,Tray4,192,8_19_2022,Damariscove_Island,8,Bottle,770,P_163,10,2,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_164.mzML,Tray4,231,8_19_2022,Damariscove_Island,No_Number,Bottle,790,P_164,25,5,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_165.mzML,Tray4,220,8_19_2022,Damariscove_Island,5,Bottle,790,P_165,15,3,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_166.mzML,Tray4,243,8_19_2022,Damariscove_Island,2,Bottle,760,P_166,30,6,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_167.mzML,Tray4,197,8_19_2022,Damariscove_Island,11,Bottle,720,P_167,5,1,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_168.mzML,Tray4,222,8_19_2022,Damariscove_Island,p5,UWWCD,1000,P_168,15,3,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_169.mzML,Tray4,214,8_19_2022,Damariscove_Island,4,UWWCD,1000,P_169,20,4,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_170.mzML,Tray4,233,8_19_2022,Damariscove_Island,5,UWWCD,1000,P_170,25,5,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_171.mzML,Tray4,215,8_19_2022,Damariscove_Island,6,UWWCD,1000,P_171,30,6,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_172.mzML,Tray4,227,8_19_2022,Damariscove_Island,9,UWWCD,1000,P_172,5,1,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_173.mzML,Tray4,209,8_19_2022,Damariscove_Island,p12,UWWCD,1000,P_173,10,2,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_175.mzML,Tray4,238,8_22_2022,Allen_Island,13,Bottle,840,P_175,10,2,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_176.mzML,Tray4,194,8_22_2022,Allen_Island,4,Bottle,830,P_176,25,5,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_177.mzML,Tray4,198,8_22_2022,Allen_Island,6,Bottle,820,P_177,30,6,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_178.mzML,Tray4,216,8_22_2022,Allen_Island,1,Bottle,850,P_178,20,4,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_179.mzML,Tray4,203,8_22_2022,Allen_Island,14,Bottle,840,P_179,5,1,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_180.mzML,Tray4,208,8_22_2022,Allen_Island,8,Bottle,850,P_180,15,3,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_181.mzML,Tray4,201,8_22_2022,Allen_Island,15,UWWCD,1000,P_181,25,5,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_182.mzML,Tray4,232,8_22_2022,Allen_Island,p3,UWWCD,1000,P_182,5,1,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_183.mzML,Tray4,224,8_22_2022,Allen_Island,2,UWWCD,1000,P_183,30,6,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_184.mzML,Tray4,236,8_22_2022,Allen_Island,p1,UWWCD,1000,P_184,10,2,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_185.mzML,Tray4,219,8_22_2022,Allen_Island,p4,UWWCD,1000,P_185,15,3,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_186.mzML,Tray4,237,8_22_2022,Allen_Island,p6,UWWCD,1000,P_186,20,4,na,Water,August,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_4_P_188.mzML,Tray4,196,8_28_2022,Ram_Island,13,Bottle,730,P_188,20,4,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_189.mzML,Tray4,195,8_28_2022,Ram_Island,5,Bottle,680,P_189,15,3,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_190.mzML,Tray4,240,8_28_2022,Ram_Island,7,Bottle,720,P_190,25,5,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_191.mzML,Tray4,210,8_28_2022,Ram_Island,26,Bottle,720,P_191,5,1,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_192.mzML,Tray4,225,8_28_2022,Ram_Island,11,Bottle,680,P_192,30,6,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_193.mzML,Tray4,191,8_28_2022,Ram_Island,14,Bottle,750,P_193,10,2,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_194.mzML,Tray4,212,8_28_2022,Ram_Island,7,UWWCD,1000,P_194,20,4,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_195.mzML,Tray4,202,8_28_2022,Ram_Island,12,UWWCD,1000,P_195,15,3,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_196.mzML,Tray4,193,8_28_2022,Ram_Island,p3,UWWCD,1000,P_196,25,5,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_197.mzML,Tray4,213,8_28_2022,Ram_Island,13,UWWCD,1000,P_197,5,1,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_198.mzML,Tray4,234,8_28_2022,Ram_Island,1,UWWCD,1000,P_198,30,6,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_199.mzML,Tray4,218,8_28_2022,Ram_Island,11,UWWCD,1000,P_199,10,2,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_201.mzML,Tray4,217,8_29_2022,Crumple,22,Bottle,960,P_201,15,3,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_202.mzML,Tray4,211,8_29_2022,Crumple,8,Bottle,840,P_202,20,4,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_203.mzML,Tray4,189,8_29_2022,Crumple,12,Bottle,840,P_203,10,2,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_204.mzML,Tray4,223,8_29_2022,Crumple,6,Bottle,820,P_204,30,6,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_205.mzML,Tray4,190,8_29_2022,Crumple,23,Bottle,930,P_205,5,1,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_206.mzML,Tray4,226,8_29_2022,Crumple,24,Bottle,1000,P_206,25,5,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_207.mzML,Tray4,199,8_29_2022,Crumple,p4,UWWCD,1000,P_207,20,4,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_208.mzML,Tray4,221,8_29_2022,Crumple,8,UWWCD,1000,P_208,10,2,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_209.mzML,Tray4,200,8_29_2022,Crumple,2,UWWCD,1000,P_209,30,6,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_4_P_210.mzML,Tray4,239,8_29_2022,Crumple,p1,UWWCD,1000,P_210,5,1,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_211.mzML,Tray5,248,8_29_2022,Crumple,p6,UWWCD,1000,P_211,25,5,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_212.mzML,Tray5,250,8_29_2022,Crumple,15,UWWCD,1000,P_212,15,3,na,Water,August,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_214.mzML,Tray5,285,9_1_2022,Little_Drisko,4,Bottle,820,P_214,25,5,na,Water,September,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_215.mzML,Tray5,266,9_1_2022,Little_Drisko,20,Bottle,840,P_215,5,1,na,Water,September,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_216.mzML,Tray5,257,9_1_2022,Little_Drisko,24,Bottle,840,P_216,20,4,na,Water,September,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_217.mzML,Tray5,276,9_1_2022,Little_Drisko,22,Bottle,830,P_217,30,6,na,Water,September,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_218.mzML,Tray5,260,9_1_2022,Little_Drisko,21,Bottle,840,P_218,15,3,na,Water,September,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_219.mzML,Tray5,275,9_1_2022,Little_Drisko,1,Bottle,800,P_219,10,2,na,Water,September,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_220.mzML,Tray5,265,9_1_2022,Little_Drisko,6,UWWCD,1000,P_220,10,2,na,Water,September,Late_Summer,Kelp,NA,NA,NA,Core_W
Tray_5_P_221.mzML,Tray5,263,9_1_2022,Little_Drisko,p5,UWWCD,1000,P_221,15,3,na,Water,September,Late_Summer,Kelp,NA,NA,NA,Core_W
